"global_step","train-dgx_1nodo_semifreezed_0.000001_full - _step","train-dgx_1nodo_semifreezed_0.000001_full - _step__MIN","train-dgx_1nodo_semifreezed_0.000001_full - _step__MAX","train-dgx_1nodo_semifreezed_0.000001_full - losses/inner_action_loss","train-dgx_1nodo_semifreezed_0.000001_full - losses/inner_action_loss__MIN","train-dgx_1nodo_semifreezed_0.000001_full - losses/inner_action_loss__MAX","train-dgx_1nodo_semifreezed_0.00001_full - _step","train-dgx_1nodo_semifreezed_0.00001_full - _step__MIN","train-dgx_1nodo_semifreezed_0.00001_full - _step__MAX","train-dgx_1nodo_semifreezed_0.00001_full - losses/inner_action_loss","train-dgx_1nodo_semifreezed_0.00001_full - losses/inner_action_loss__MIN","train-dgx_1nodo_semifreezed_0.00001_full - losses/inner_action_loss__MAX","train-dgx_1nodo_semifreezed_0.0001_full - _step","train-dgx_1nodo_semifreezed_0.0001_full - _step__MIN","train-dgx_1nodo_semifreezed_0.0001_full - _step__MAX","train-dgx_1nodo_semifreezed_0.0001_full - losses/inner_action_loss","train-dgx_1nodo_semifreezed_0.0001_full - losses/inner_action_loss__MIN","train-dgx_1nodo_semifreezed_0.0001_full - losses/inner_action_loss__MAX","train-dgx_1nodo_freezed_full - _step","train-dgx_1nodo_freezed_full - _step__MIN","train-dgx_1nodo_freezed_full - _step__MAX","train-dgx_1nodo_freezed_full - losses/inner_action_loss","train-dgx_1nodo_freezed_full - losses/inner_action_loss__MIN","train-dgx_1nodo_freezed_full - losses/inner_action_loss__MAX"
"60819840","167005","167005","167005","0.54634017","0.54634017","0.54634017","167185","167185","167185","0.4057652","0.4057652","0.4057652","167395","167395","167395","0.32518262","0.32518262","0.32518262","","","","","",""
"60825600","","","","","","","167195","167195","167195","0.38743734","0.38743734","0.38743734","167405","167405","167405","0.3134746","0.3134746","0.3134746","","","","","",""
"60831360","","","","","","","167205","167205","167205","0.48590896","0.48590896","0.48590896","167415","167415","167415","0.20409068","0.20409068","0.20409068","","","","","",""
"60842880","167045","167045","167045","0.27647236","0.27647236","0.27647236","","","","","","","","","","","","","","","","","",""
"60848640","","","","","","","","","","","","","167445","167445","167445","0.19298421","0.19298421","0.19298421","","","","","",""
"60854400","","","","","","","167245","167245","167245","0.45304757","0.45304757","0.45304757","167455","167455","167455","0.20934284","0.20934284","0.20934284","","","","","",""
"60860160","167075","167075","167075","0.24242914","0.24242914","0.24242914","","","","","","","","","","","","","","","","","",""
"60865920","","","","","","","167265","167265","167265","0.28963315","0.28963315","0.28963315","","","","","","","","","","","",""
"60866560","","","","","","","","","","","","","","","","","","","59435","59435","59435","0.3204916","0.3204916","0.3204916"
"60871680","","","","","","","","","","","","","167485","167485","167485","0.3187476","0.3187476","0.3187476","","","","","",""
"60877440","","","","","","","167285","167285","167285","0.29998565","0.29998565","0.29998565","","","","","","","","","","","",""
"60883200","167115","167115","167115","0.22608115","0.22608115","0.22608115","","","","","","","167505","167505","167505","0.29159868","0.29159868","0.29159868","","","","","",""
"60888960","167125","167125","167125","0.29855266","0.29855266","0.29855266","167305","167305","167305","0.4110146","0.4110146","0.4110146","","","","","","","","","","","",""
"60894720","","","","","","","167315","167315","167315","0.40560842","0.40560842","0.40560842","167525","167525","167525","0.32381263","0.32381263","0.32381263","","","","","",""
"60897280","","","","","","","","","","","","","","","","","","","59465","59465","59465","0.40234828","0.40234828","0.40234828"
"60900480","167145","167145","167145","0.37291637","0.37291637","0.37291637","","","","","","","167535","167535","167535","0.33394313","0.33394313","0.33394313","","","","","",""
"60906240","","","","","","","","","","","","","167545","167545","167545","0.27828526","0.27828526","0.27828526","","","","","",""
"60907520","","","","","","","","","","","","","","","","","","","59475","59475","59475","0.40688917","0.40688917","0.40688917"
"60917760","","","","","","","","","","","","","167565","167565","167565","0.26454374","0.26454374","0.26454374","59485","59485","59485","0.46545964","0.46545964","0.46545964"
"60923520","","","","","","","","","","","","","167575","167575","167575","0.2748395","0.2748395","0.2748395","","","","","",""
"60929280","","","","","","","167375","167375","167375","0.22177947","0.22177947","0.22177947","167585","167585","167585","0.24061394","0.24061394","0.24061394","","","","","",""
"60935040","","","","","","","167385","167385","167385","0.21102206","0.21102206","0.21102206","","","","","","","","","","","",""
"60940800","","","","","","","167395","167395","167395","0.18248558","0.18248558","0.18248558","167605","167605","167605","0.2362312","0.2362312","0.2362312","","","","","",""
"60946560","167225","167225","167225","0.31601384","0.31601384","0.31601384","167405","167405","167405","0.6202932","0.6202932","0.6202932","","","","","","","","","","","",""
"60952320","167235","167235","167235","0.32393068","0.32393068","0.32393068","","","","","","","","","","","","","","","","","",""
"60958080","167245","167245","167245","0.3891784","0.3891784","0.3891784","","","","","","","","","","","","","","","","","",""
"60958720","","","","","","","","","","","","","","","","","","","59525","59525","59525","0.5043961","0.5043961","0.5043961"
"60963840","","","","","","","","","","","","","167645","167645","167645","0.33530176","0.33530176","0.33530176","","","","","",""
"60968960","","","","","","","","","","","","","","","","","","","59535","59535","59535","0.4632537","0.4632537","0.4632537"
"60975360","167275","167275","167275","0.43413877","0.43413877","0.43413877","167455","167455","167455","0.3950959","0.3950959","0.3950959","167665","167665","167665","0.2674511","0.2674511","0.2674511","","","","","",""
"60981120","","","","","","","","","","","","","167675","167675","167675","0.28399557","0.28399557","0.28399557","","","","","",""
"60986880","167295","167295","167295","0.4670055","0.4670055","0.4670055","","","","","","","","","","","","","","","","","",""
"60989440","","","","","","","","","","","","","","","","","","","59555","59555","59555","0.26095745","0.26095745","0.26095745"
"60992640","167305","167305","167305","0.36465156","0.36465156","0.36465156","","","","","","","","","","","","","","","","","",""
"60998400","167315","167315","167315","0.42085427","0.42085427","0.42085427","167495","167495","167495","0.32042882","0.32042882","0.32042882","","","","","","","","","","","",""
"61004160","","","","","","","167505","167505","167505","0.35284323","0.35284323","0.35284323","167715","167715","167715","0.26645866","0.26645866","0.26645866","","","","","",""
"61009920","167335","167335","167335","0.51390743","0.51390743","0.51390743","167515","167515","167515","0.4071526","0.4071526","0.4071526","167725","167725","167725","0.2917897","0.2917897","0.2917897","","","","","",""
"61020160","","","","","","","","","","","","","","","","","","","59585","59585","59585","0.32633635","0.32633635","0.32633635"
"61027200","","","","","","","","","","","","","167755","167755","167755","0.24285157","0.24285157","0.24285157","","","","","",""
"61032960","167375","167375","167375","0.43018425","0.43018425","0.43018425","167555","167555","167555","0.3256659","0.3256659","0.3256659","","","","","","","","","","","",""
"61038720","167385","167385","167385","0.59098023","0.59098023","0.59098023","167565","167565","167565","0.333891","0.333891","0.333891","","","","","","","","","","","",""
"61044480","167395","167395","167395","0.39016548","0.39016548","0.39016548","","","","","","","167785","167785","167785","0.338324","0.338324","0.338324","","","","","",""
"61050240","","","","","","","167585","167585","167585","0.34926108","0.34926108","0.34926108","167795","167795","167795","0.39481446","0.39481446","0.39481446","","","","","",""
"61056000","","","","","","","167595","167595","167595","0.5095539","0.5095539","0.5095539","","","","","","","","","","","",""
"61061120","","","","","","","","","","","","","","","","","","","59625","59625","59625","0.28138685","0.28138685","0.28138685"
"61061760","167425","167425","167425","0.4065531","0.4065531","0.4065531","167605","167605","167605","0.29938802","0.29938802","0.29938802","","","","","","","","","","","",""
"61067520","","","","","","","167615","167615","167615","0.4344293","0.4344293","0.4344293","","","","","","","","","","","",""
"61073280","167445","167445","167445","0.40959394","0.40959394","0.40959394","167625","167625","167625","0.34873933","0.34873933","0.34873933","167835","167835","167835","0.17065278","0.17065278","0.17065278","","","","","",""
"61079040","","","","","","","167635","167635","167635","0.32544303","0.32544303","0.32544303","","","","","","","","","","","",""
"61081600","","","","","","","","","","","","","","","","","","","59645","59645","59645","0.14567363","0.14567363","0.14567363"
"61084800","","","","","","","167645","167645","167645","0.3621634","0.3621634","0.3621634","","","","","","","","","","","",""
"61090560","167475","167475","167475","0.36833897","0.36833897","0.36833897","","","","","","","","","","","","","","","","","",""
"61096320","","","","","","","","","","","","","167875","167875","167875","0.20502953","0.20502953","0.20502953","","","","","",""
"61102080","","","","","","","167675","167675","167675","0.2928074","0.2928074","0.2928074","","","","","","","59665","59665","59665","0.57335794","0.57335794","0.57335794"
"61107840","","","","","","","167685","167685","167685","0.28974596","0.28974596","0.28974596","","","","","","","","","","","",""
"61119360","167525","167525","167525","0.2415786","0.2415786","0.2415786","","","","","","","","","","","","","","","","","",""
"61122560","","","","","","","","","","","","","","","","","","","59685","59685","59685","0.5160753","0.5160753","0.5160753"
"61125120","167535","167535","167535","0.27968916","0.27968916","0.27968916","","","","","","","167925","167925","167925","0.2870831","0.2870831","0.2870831","","","","","",""
"61130880","167545","167545","167545","0.2975517","0.2975517","0.2975517","","","","","","","167935","167935","167935","0.30663884","0.30663884","0.30663884","","","","","",""
"61132800","","","","","","","","","","","","","","","","","","","59695","59695","59695","0.5509208","0.5509208","0.5509208"
"61136640","167555","167555","167555","0.28290063","0.28290063","0.28290063","","","","","","","","","","","","","","","","","",""
"61142400","167565","167565","167565","0.31079692","0.31079692","0.31079692","167745","167745","167745","0.25649142","0.25649142","0.25649142","167955","167955","167955","0.27952883","0.27952883","0.27952883","","","","","",""
"61148160","167575","167575","167575","0.4504056","0.4504056","0.4504056","","","","","","","","","","","","","","","","","",""
"61153920","","","","","","","167765","167765","167765","0.41714922","0.41714922","0.41714922","","","","","","","","","","","",""
"61159680","","","","","","","167775","167775","167775","0.439259","0.439259","0.439259","167985","167985","167985","0.15901361","0.15901361","0.15901361","","","","","",""
"61165440","167605","167605","167605","0.42963794","0.42963794","0.42963794","167785","167785","167785","0.3296347","0.3296347","0.3296347","167995","167995","167995","0.1670248","0.1670248","0.1670248","","","","","",""
"61171200","","","","","","","167795","167795","167795","0.31990156","0.31990156","0.31990156","168005","168005","168005","0.16665345","0.16665345","0.16665345","","","","","",""
"61176960","167625","167625","167625","0.5514936","0.5514936","0.5514936","","","","","","","","","","","","","","","","","",""
"61194240","167655","167655","167655","0.41683888","0.41683888","0.41683888","","","","","","","","","","","","","","","","","",""
"61200000","167665","167665","167665","0.3914015","0.3914015","0.3914015","167845","167845","167845","0.22455236","0.22455236","0.22455236","168055","168055","168055","0.27792296","0.27792296","0.27792296","","","","","",""
"61205760","167675","167675","167675","0.33622298","0.33622298","0.33622298","","","","","","","","","","","","","","","","","",""
"61211520","167685","167685","167685","0.40361616","0.40361616","0.40361616","","","","","","","","","","","","","","","","","",""
"61217280","","","","","","","167875","167875","167875","0.24065429","0.24065429","0.24065429","","","","","","","","","","","",""
"61223040","167705","167705","167705","0.45019317","0.45019317","0.45019317","167885","167885","167885","0.21522415","0.21522415","0.21522415","168095","168095","168095","0.28404033","0.28404033","0.28404033","","","","","",""
"61234560","","","","","","","167905","167905","167905","0.38403985","0.38403985","0.38403985","168115","168115","168115","0.24462114","0.24462114","0.24462114","","","","","",""
"61235200","","","","","","","","","","","","","","","","","","","59795","59795","59795","0.48676768","0.48676768","0.48676768"
"61240320","","","","","","","167915","167915","167915","0.39999682","0.39999682","0.39999682","168125","168125","168125","0.22635464","0.22635464","0.22635464","","","","","",""
"61251840","","","","","","","","","","","","","168145","168145","168145","0.30868703","0.30868703","0.30868703","","","","","",""
"61257600","","","","","","","167945","167945","167945","0.3500997","0.3500997","0.3500997","","","","","","","","","","","",""
"61269120","","","","","","","","","","","","","168175","168175","168175","0.3077924","0.3077924","0.3077924","","","","","",""
"61280640","","","","","","","167985","167985","167985","0.37008363","0.37008363","0.37008363","","","","","","","","","","","",""
"61286400","","","","","","","","","","","","","","","","","","","59845","59845","59845","0.5263548","0.5263548","0.5263548"
"61292160","167825","167825","167825","0.40447026","0.40447026","0.40447026","168005","168005","168005","0.21026997","0.21026997","0.21026997","","","","","","","","","","","",""
"61297920","","","","","","","","","","","","","168225","168225","168225","0.2217939","0.2217939","0.2217939","","","","","",""
"61303680","167845","167845","167845","0.43039376","0.43039376","0.43039376","168025","168025","168025","0.2530341","0.2530341","0.2530341","","","","","","","","","","","",""
"61315200","","","","","","","","","","","","","168255","168255","168255","0.21447946","0.21447946","0.21447946","","","","","",""
"61320960","","","","","","","","","","","","","168265","168265","168265","0.21323135","0.21323135","0.21323135","","","","","",""
"61326720","","","","","","","168065","168065","168065","0.24541932","0.24541932","0.24541932","","","","","","","","","","","",""
"61338240","","","","","","","","","","","","","168295","168295","168295","0.19805893","0.19805893","0.19805893","","","","","",""
"61344000","167915","167915","167915","0.56679547","0.56679547","0.56679547","","","","","","","168305","168305","168305","0.2136369","0.2136369","0.2136369","","","","","",""
"61349760","167925","167925","167925","0.37423834","0.37423834","0.37423834","168105","168105","168105","0.20352921","0.20352921","0.20352921","168315","168315","168315","0.27863646","0.27863646","0.27863646","","","","","",""
"61358080","","","","","","","","","","","","","","","","","","","59915","59915","59915","0.39305654","0.39305654","0.39305654"
"61361280","167945","167945","167945","0.29118812","0.29118812","0.29118812","","","","","","","","","","","","","","","","","",""
"61367040","","","","","","","","","","","","","168345","168345","168345","0.2219213","0.2219213","0.2219213","","","","","",""
"61368320","","","","","","","","","","","","","","","","","","","59925","59925","59925","0.2937617","0.2937617","0.2937617"
"61372800","167965","167965","167965","0.28675592","0.28675592","0.28675592","168145","168145","168145","0.18624462","0.18624462","0.18624462","","","","","","","","","","","",""
"61384320","167985","167985","167985","0.20305374","0.20305374","0.20305374","","","","","","","","","","","","","","","","","",""
"61390080","","","","","","","168175","168175","168175","0.17225873","0.17225873","0.17225873","","","","","","","","","","","",""
"61401600","168015","168015","168015","0.18764395","0.18764395","0.18764395","168195","168195","168195","0.19735341","0.19735341","0.19735341","","","","","","","","","","","",""
"61407360","168025","168025","168025","0.5543312","0.5543312","0.5543312","168205","168205","168205","0.2114797","0.2114797","0.2114797","","","","","","","","","","","",""
"61413120","168035","168035","168035","0.38903767","0.38903767","0.38903767","","","","","","","168425","168425","168425","0.3358056","0.3358056","0.3358056","","","","","",""
"61418880","","","","","","","168225","168225","168225","0.17833877","0.17833877","0.17833877","","","","","","","","","","","",""
"61419520","","","","","","","","","","","","","","","","","","","59975","59975","59975","0.4482666","0.4482666","0.4482666"
"61424640","168055","168055","168055","0.47656152","0.47656152","0.47656152","168235","168235","168235","0.18827449","0.18827449","0.18827449","168445","168445","168445","0.29797912","0.29797912","0.29797912","","","","","",""
"61429760","","","","","","","","","","","","","","","","","","","59985","59985","59985","0.6114958","0.6114958","0.6114958"
"61430400","","","","","","","168245","168245","168245","0.22153859","0.22153859","0.22153859","","","","","","","","","","","",""
"61436160","168075","168075","168075","0.4710032","0.4710032","0.4710032","","","","","","","168465","168465","168465","0.31244507","0.31244507","0.31244507","","","","","",""
"61441920","","","","","","","","","","","","","168475","168475","168475","0.2259801","0.2259801","0.2259801","","","","","",""
"61447680","168095","168095","168095","0.297927","0.297927","0.297927","168275","168275","168275","0.33202296","0.33202296","0.33202296","168485","168485","168485","0.26520273","0.26520273","0.26520273","","","","","",""
"61453440","168105","168105","168105","0.3843428","0.3843428","0.3843428","","","","","","","168495","168495","168495","0.25747177","0.25747177","0.25747177","","","","","",""
"61459200","168115","168115","168115","0.36288518","0.36288518","0.36288518","168295","168295","168295","0.39805648","0.39805648","0.39805648","168505","168505","168505","0.24220204","0.24220204","0.24220204","","","","","",""
"61464960","168125","168125","168125","0.41909525","0.41909525","0.41909525","","","","","","","168515","168515","168515","0.36641484","0.36641484","0.36641484","","","","","",""
"61470720","","","","","","","168315","168315","168315","0.39886668","0.39886668","0.39886668","","","","","","","60025","60025","60025","0.35662875","0.35662875","0.35662875"
"61476480","","","","","","","168325","168325","168325","0.38066182","0.38066182","0.38066182","","","","","","","","","","","",""
"61482240","","","","","","","168335","168335","168335","0.4428806","0.4428806","0.4428806","168545","168545","168545","0.3145576","0.3145576","0.3145576","","","","","",""
"61488000","","","","","","","168345","168345","168345","0.3277776","0.3277776","0.3277776","","","","","","","","","","","",""
"61493760","","","","","","","","","","","","","168565","168565","168565","0.29773942","0.29773942","0.29773942","","","","","",""
"61499520","","","","","","","","","","","","","168575","168575","168575","0.31620124","0.31620124","0.31620124","","","","","",""
"61505280","168195","168195","168195","0.69112915","0.69112915","0.69112915","","","","","","","","","","","","","","","","","",""
"61511040","","","","","","","","","","","","","168595","168595","168595","0.28293782","0.28293782","0.28293782","","","","","",""
"61516800","","","","","","","168395","168395","168395","0.17540129","0.17540129","0.17540129","","","","","","","","","","","",""
"61532160","","","","","","","","","","","","","","","","","","","60085","60085","60085","0.42297307","0.42297307","0.42297307"
"61534080","","","","","","","168425","168425","168425","0.44452256","0.44452256","0.44452256","","","","","","","","","","","",""
"61539840","","","","","","","168435","168435","168435","0.4415868","0.4415868","0.4415868","168645","168645","168645","0.23754531","0.23754531","0.23754531","","","","","",""
"61545600","168265","168265","168265","0.36986327","0.36986327","0.36986327","","","","","","","168655","168655","168655","0.23950826","0.23950826","0.23950826","","","","","",""
"61557120","168285","168285","168285","0.26819026","0.26819026","0.26819026","168465","168465","168465","0.30598173","0.30598173","0.30598173","168675","168675","168675","0.19900501","0.19900501","0.19900501","","","","","",""
"61562880","","","","","","","","","","","","","168685","168685","168685","0.21442625","0.21442625","0.21442625","60115","60115","60115","0.42072946","0.42072946","0.42072946"
"61580160","168325","168325","168325","0.38956615","0.38956615","0.38956615","168505","168505","168505","0.32579097","0.32579097","0.32579097","","","","","","","","","","","",""
"61585920","168335","168335","168335","0.34834546","0.34834546","0.34834546","168515","168515","168515","0.23364493","0.23364493","0.23364493","","","","","","","","","","","",""
"61591680","168345","168345","168345","0.30411175","0.30411175","0.30411175","","","","","","","168735","168735","168735","0.25994015","0.25994015","0.25994015","","","","","",""
"61593600","","","","","","","","","","","","","","","","","","","60145","60145","60145","0.6193005","0.6193005","0.6193005"
"61603200","","","","","","","","","","","","","168755","168755","168755","0.3175525","0.3175525","0.3175525","","","","","",""
"61608960","168375","168375","168375","0.57563394","0.57563394","0.57563394","168555","168555","168555","0.25082254","0.25082254","0.25082254","168765","168765","168765","0.32211813","0.32211813","0.32211813","","","","","",""
"61614720","","","","","","","168565","168565","168565","0.27923843","0.27923843","0.27923843","","","","","","","","","","","",""
"61626240","","","","","","","","","","","","","168795","168795","168795","0.29786882","0.29786882","0.29786882","","","","","",""
"61632000","","","","","","","","","","","","","168805","168805","168805","0.28585574","0.28585574","0.28585574","","","","","",""
"61634560","","","","","","","","","","","","","","","","","","","60185","60185","60185","0.46616608","0.46616608","0.46616608"
"61637760","168425","168425","168425","0.39875567","0.39875567","0.39875567","","","","","","","168815","168815","168815","0.16361941","0.16361941","0.16361941","","","","","",""
"61643520","168435","168435","168435","0.6194481","0.6194481","0.6194481","168615","168615","168615","0.32335687","0.32335687","0.32335687","","","","","","","","","","","",""
"61649280","168445","168445","168445","0.5099361","0.5099361","0.5099361","168625","168625","168625","0.32325014","0.32325014","0.32325014","","","","","","","","","","","",""
"61655040","","","","","","","168635","168635","168635","0.33125892","0.33125892","0.33125892","168845","168845","168845","0.19858886","0.19858886","0.19858886","","","","","",""
"61660800","","","","","","","","","","","","","168855","168855","168855","0.16581713","0.16581713","0.16581713","","","","","",""
"61665280","","","","","","","","","","","","","","","","","","","60215","60215","60215","0.29834947","0.29834947","0.29834947"
"61666560","168475","168475","168475","0.408712","0.408712","0.408712","168655","168655","168655","0.2612003","0.2612003","0.2612003","","","","","","","","","","","",""
"61672320","","","","","","","","","","","","","168875","168875","168875","0.23029217","0.23029217","0.23029217","","","","","",""
"61678080","168495","168495","168495","0.3801635","0.3801635","0.3801635","","","","","","","168885","168885","168885","0.22985566","0.22985566","0.22985566","","","","","",""
"61685760","","","","","","","","","","","","","","","","","","","60235","60235","60235","0.26852676","0.26852676","0.26852676"
"61689600","","","","","","","168695","168695","168695","0.259554","0.259554","0.259554","168905","168905","168905","0.21788637","0.21788637","0.21788637","","","","","",""
"61695360","","","","","","","168705","168705","168705","0.36024305","0.36024305","0.36024305","168915","168915","168915","0.25129455","0.25129455","0.25129455","","","","","",""
"61701120","","","","","","","","","","","","","168925","168925","168925","0.24263516","0.24263516","0.24263516","","","","","",""
"61706880","168545","168545","168545","0.28359553","0.28359553","0.28359553","","","","","","","","","","","","","","","","","",""
"61712640","","","","","","","168735","168735","168735","0.3888344","0.3888344","0.3888344","168945","168945","168945","0.23373327","0.23373327","0.23373327","","","","","",""
"61718400","168565","168565","168565","0.33007923","0.33007923","0.33007923","","","","","","","","","","","","","","","","","",""
"61724160","","","","","","","168755","168755","168755","0.4649842","0.4649842","0.4649842","168965","168965","168965","0.21876359","0.21876359","0.21876359","","","","","",""
"61726720","","","","","","","","","","","","","","","","","","","60275","60275","60275","0.28100282","0.28100282","0.28100282"
"61729920","","","","","","","168765","168765","168765","0.39541918","0.39541918","0.39541918","168975","168975","168975","0.22979449","0.22979449","0.22979449","","","","","",""
"61735680","","","","","","","168775","168775","168775","0.43528223","0.43528223","0.43528223","168985","168985","168985","0.19978474","0.19978474","0.19978474","","","","","",""
"61741440","","","","","","","168785","168785","168785","0.504799","0.504799","0.504799","","","","","","","","","","","",""
"61747200","","","","","","","168795","168795","168795","0.40679863","0.40679863","0.40679863","","","","","","","","","","","",""
"61752960","168625","168625","168625","0.4384814","0.4384814","0.4384814","168805","168805","168805","0.25853688","0.25853688","0.25853688","","","","","","","","","","","",""
"61758720","","","","","","","168815","168815","168815","0.2919528","0.2919528","0.2919528","169025","169025","169025","0.23288274","0.23288274","0.23288274","","","","","",""
"61764480","","","","","","","","","","","","","169035","169035","169035","0.18506062","0.18506062","0.18506062","","","","","",""
"61767680","","","","","","","","","","","","","","","","","","","60315","60315","60315","0.62128896","0.62128896","0.62128896"
"61770240","168655","168655","168655","0.52236795","0.52236795","0.52236795","","","","","","","169045","169045","169045","0.22746101","0.22746101","0.22746101","","","","","",""
"61776000","","","","","","","","","","","","","169055","169055","169055","0.21176639","0.21176639","0.21176639","","","","","",""
"61781760","168675","168675","168675","0.44802326","0.44802326","0.44802326","","","","","","","169065","169065","169065","0.26748753","0.26748753","0.26748753","","","","","",""
"61787520","168685","168685","168685","0.25831914","0.25831914","0.25831914","","","","","","","169075","169075","169075","0.27983874","0.27983874","0.27983874","","","","","",""
"61788160","","","","","","","","","","","","","","","","","","","60335","60335","60335","0.5758872","0.5758872","0.5758872"
"61793280","","","","","","","168875","168875","168875","0.43066958","0.43066958","0.43066958","169085","169085","169085","0.3361049","0.3361049","0.3361049","","","","","",""
"61798400","","","","","","","","","","","","","","","","","","","60345","60345","60345","0.2763149","0.2763149","0.2763149"
"61799040","168705","168705","168705","0.3238021","0.3238021","0.3238021","","","","","","","","","","","","","","","","","",""
"61804800","168715","168715","168715","0.40743232","0.40743232","0.40743232","","","","","","","169105","169105","169105","0.24169004","0.24169004","0.24169004","","","","","",""
"61810560","","","","","","","","","","","","","169115","169115","169115","0.22274368","0.22274368","0.22274368","","","","","",""
"61816320","168735","168735","168735","0.5760639","0.5760639","0.5760639","168915","168915","168915","0.31030032","0.31030032","0.31030032","","","","","","","","","","","",""
"61818880","","","","","","","","","","","","","","","","","","","60365","60365","60365","0.30242106","0.30242106","0.30242106"
"61827840","","","","","","","","","","","","","169145","169145","169145","0.22947246","0.22947246","0.22947246","","","","","",""
"61833600","168765","168765","168765","0.4633562","0.4633562","0.4633562","","","","","","","","","","","","","","","","","",""
"61839360","168775","168775","168775","0.26131886","0.26131886","0.26131886","","","","","","","","","","","","","","","","","",""
"61845120","","","","","","","168965","168965","168965","0.20887798","0.20887798","0.20887798","169175","169175","169175","0.29941332","0.29941332","0.29941332","","","","","",""
"61850880","","","","","","","168975","168975","168975","0.22626974","0.22626974","0.22626974","","","","","","","","","","","",""
"61856640","","","","","","","","","","","","","169195","169195","169195","0.32106122","0.32106122","0.32106122","","","","","",""
"61859840","","","","","","","","","","","","","","","","","","","60405","60405","60405","0.5887262","0.5887262","0.5887262"
"61868160","168825","168825","168825","0.22758555","0.22758555","0.22758555","","","","","","","169215","169215","169215","0.29883212","0.29883212","0.29883212","","","","","",""
"61873920","168835","168835","168835","0.2584358","0.2584358","0.2584358","","","","","","","","","","","","","","","","","",""
"61880320","","","","","","","","","","","","","","","","","","","60425","60425","60425","0.33514315","0.33514315","0.33514315"
"61885440","168855","168855","168855","0.21065077","0.21065077","0.21065077","","","","","","","169245","169245","169245","0.26837772","0.26837772","0.26837772","","","","","",""
"61896960","","","","","","","169055","169055","169055","0.36671054","0.36671054","0.36671054","","","","","","","","","","","",""
"61900800","","","","","","","","","","","","","","","","","","","60445","60445","60445","0.27232543","0.27232543","0.27232543"
"61902720","","","","","","","169065","169065","169065","0.34918794","0.34918794","0.34918794","","","","","","","","","","","",""
"61908480","168895","168895","168895","0.4825968","0.4825968","0.4825968","169075","169075","169075","0.34849977","0.34849977","0.34849977","","","","","","","","","","","",""
"61911040","","","","","","","","","","","","","","","","","","","60455","60455","60455","0.5087847","0.5087847","0.5087847"
"61914240","168905","168905","168905","0.4643031","0.4643031","0.4643031","169085","169085","169085","0.36140475","0.36140475","0.36140475","169295","169295","169295","0.26465333","0.26465333","0.26465333","","","","","",""
"61920000","","","","","","","169095","169095","169095","0.4018225","0.4018225","0.4018225","169305","169305","169305","0.25094196","0.25094196","0.25094196","","","","","",""
"61925760","","","","","","","169105","169105","169105","0.25001705","0.25001705","0.25001705","","","","","","","","","","","",""
"61931520","","","","","","","","","","","","","","","","","","","60475","60475","60475","0.9674746","0.9674746","0.9674746"
"61943040","","","","","","","169135","169135","169135","0.29275444","0.29275444","0.29275444","","","","","","","","","","","",""
"61948800","168965","168965","168965","0.26559177","0.26559177","0.26559177","169145","169145","169145","0.30384287","0.30384287","0.30384287","169355","169355","169355","0.17856601","0.17856601","0.17856601","","","","","",""
"61952000","","","","","","","","","","","","","","","","","","","60495","60495","60495","0.3133638","0.3133638","0.3133638"
"61954560","","","","","","","169155","169155","169155","0.2894661","0.2894661","0.2894661","","","","","","","","","","","",""
"61960320","","","","","","","169165","169165","169165","0.36225682","0.36225682","0.36225682","","","","","","","","","","","",""
"61971840","169005","169005","169005","0.29830593","0.29830593","0.29830593","169185","169185","169185","0.32442635","0.32442635","0.32442635","169395","169395","169395","0.22234632","0.22234632","0.22234632","","","","","",""
"61972480","","","","","","","","","","","","","","","","","","","60515","60515","60515","0.26887822","0.26887822","0.26887822"
"61977600","169015","169015","169015","0.2539012","0.2539012","0.2539012","169195","169195","169195","0.3370459","0.3370459","0.3370459","","","","","","","","","","","",""
"61982720","","","","","","","","","","","","","","","","","","","60525","60525","60525","0.44492552","0.44492552","0.44492552"
"61983360","","","","","","","169205","169205","169205","0.28109953","0.28109953","0.28109953","","","","","","","","","","","",""
"61989120","","","","","","","","","","","","","169425","169425","169425","0.2620041","0.2620041","0.2620041","","","","","",""
"62000640","","","","","","","","","","","","","169445","169445","169445","0.3305254","0.3305254","0.3305254","","","","","",""
"62012160","169075","169075","169075","0.5099593","0.5099593","0.5099593","","","","","","","169465","169465","169465","0.22160172","0.22160172","0.22160172","","","","","",""
"62017920","169085","169085","169085","0.5382302","0.5382302","0.5382302","169265","169265","169265","0.2869471","0.2869471","0.2869471","169475","169475","169475","0.17500363","0.17500363","0.17500363","","","","","",""
"62023680","","","","","","","","","","","","","","","","","","","60565","60565","60565","0.310958","0.310958","0.310958"
"62035200","","","","","","","169295","169295","169295","0.32483914","0.32483914","0.32483914","169505","169505","169505","0.2014138","0.2014138","0.2014138","","","","","",""
"62040960","169125","169125","169125","0.46718815","0.46718815","0.46718815","","","","","","","","","","","","","","","","","",""
"62046720","","","","","","","","","","","","","169525","169525","169525","0.16460696","0.16460696","0.16460696","","","","","",""
"62052480","","","","","","","169325","169325","169325","0.25186843","0.25186843","0.25186843","","","","","","","","","","","",""
"62054400","","","","","","","","","","","","","","","","","","","60595","60595","60595","0.6753904","0.6753904","0.6753904"
