"global_step","train-dgx_1nodo_semifreezed_0.000001_full - _step","train-dgx_1nodo_semifreezed_0.000001_full - _step__MIN","train-dgx_1nodo_semifreezed_0.000001_full - _step__MAX","train-dgx_1nodo_semifreezed_0.000001_full - losses/inner_action_loss","train-dgx_1nodo_semifreezed_0.000001_full - losses/inner_action_loss__MIN","train-dgx_1nodo_semifreezed_0.000001_full - losses/inner_action_loss__MAX","train-dgx_1nodo_semifreezed_0.00001_full - _step","train-dgx_1nodo_semifreezed_0.00001_full - _step__MIN","train-dgx_1nodo_semifreezed_0.00001_full - _step__MAX","train-dgx_1nodo_semifreezed_0.00001_full - losses/inner_action_loss","train-dgx_1nodo_semifreezed_0.00001_full - losses/inner_action_loss__MIN","train-dgx_1nodo_semifreezed_0.00001_full - losses/inner_action_loss__MAX","train-dgx_1nodo_semifreezed_0.0001_full - _step","train-dgx_1nodo_semifreezed_0.0001_full - _step__MIN","train-dgx_1nodo_semifreezed_0.0001_full - _step__MAX","train-dgx_1nodo_semifreezed_0.0001_full - losses/inner_action_loss","train-dgx_1nodo_semifreezed_0.0001_full - losses/inner_action_loss__MIN","train-dgx_1nodo_semifreezed_0.0001_full - losses/inner_action_loss__MAX","train-dgx_1nodo_freezed_full - _step","train-dgx_1nodo_freezed_full - _step__MIN","train-dgx_1nodo_freezed_full - _step__MAX","train-dgx_1nodo_freezed_full - losses/inner_action_loss","train-dgx_1nodo_freezed_full - losses/inner_action_loss__MIN","train-dgx_1nodo_freezed_full - losses/inner_action_loss__MAX"
"20816640","36135","36135","36135","0.3806947","0.3806947","0.3806947","36135","36135","36135","0.29340002","0.29340002","0.29340002","97945","97945","97945","0.39012513","0.39012513","0.39012513","","","","","",""
"20822400","66855","36145","97565","0.389100015","0.30735117","0.47084886","97745","97745","97745","0.4734433","0.4734433","0.4734433","36145","36145","36145","0.21967354","0.21967354","0.21967354","","","","","",""
"20828160","66865","36155","97575","0.3307458","0.29533118","0.36616042","97755","97755","97755","0.26686627","0.26686627","0.26686627","97965","97965","97965","0.25332093","0.25332093","0.25332093","","","","","",""
"20833920","","","","","","","36165","36165","36165","0.3335368","0.3335368","0.3335368","","","","","","","","","","","",""
"20839680","97595","97595","97595","0.4200639","0.4200639","0.4200639","66975","36175","97775","0.3666102","0.35781685","0.37540355","97985","97985","97985","0.26867184","0.26867184","0.26867184","","","","","",""
"20845440","","","","","","","36185","36185","36185","0.34966046","0.34966046","0.34966046","","","","","","","","","","","",""
"20851200","36195","36195","36195","0.43408537","0.43408537","0.43408537","97795","97795","97795","0.2665061","0.2665061","0.2665061","","","","","","","","","","","",""
"20856960","97625","97625","97625","0.39067614","0.39067614","0.39067614","","","","","","","98015","98015","98015","0.23453124","0.23453124","0.23453124","","","","","",""
"20862720","","","","","","","97815","97815","97815","0.19601654","0.19601654","0.19601654","98025","98025","98025","0.24435018","0.24435018","0.24435018","","","","","",""
"20868480","97645","97645","97645","0.5416269","0.5416269","0.5416269","97825","97825","97825","0.21020299","0.21020299","0.21020299","98035","98035","98035","0.26825637","0.26825637","0.26825637","","","","","",""
"20874240","97655","97655","97655","0.3771396","0.3771396","0.3771396","36235","36235","36235","0.24542083","0.24542083","0.24542083","98045","98045","98045","0.22176105","0.22176105","0.22176105","","","","","",""
"20879360","","","","","","","","","","","","","","","","","","","20385","20385","20385","0.30009088","0.30009088","0.30009088"
"20880000","66955","36245","97665","0.442731845","0.42663062","0.45883307","36245","36245","36245","0.29159415","0.29159415","0.29159415","","","","","","","","","","","",""
"20885760","","","","","","","","","","","","","67160","36255","98065","0.263833965","0.26026165","0.26740628","","","","","",""
"20889600","","","","","","","","","","","","","","","","","","","20395","20395","20395","0.35105902","0.35105902","0.35105902"
"20891520","66975","36265","97685","0.46359627000000003","0.4407661","0.48642644","97865","97865","97865","0.37034228","0.37034228","0.37034228","98075","98075","98075","0.28363225","0.28363225","0.28363225","","","","","",""
"20897280","","","","","","","","","","","","","36275","36275","36275","0.24715902","0.24715902","0.24715902","","","","","",""
"20899840","","","","","","","","","","","","","","","","","","","20405","20405","20405","0.2809082","0.2809082","0.2809082"
"20903040","36285","36285","36285","0.50065434","0.50065434","0.50065434","","","","","","","","","","","","","","","","","",""
"20908800","","","","","","","36295","36295","36295","0.22689025","0.22689025","0.22689025","67200","36295","98105","0.26241496","0.23440492","0.290425","","","","","",""
"20914560","36305","36305","36305","0.3786393","0.3786393","0.3786393","36305","36305","36305","0.3274554","0.3274554","0.3274554","36305","36305","36305","0.33283508","0.33283508","0.33283508","","","","","",""
"20920320","97735","97735","97735","0.7046395","0.7046395","0.7046395","97915","97915","97915","0.279543","0.279543","0.279543","98125","98125","98125","0.2735044","0.2735044","0.2735044","","","","","",""
"20926080","36325","36325","36325","0.40710455","0.40710455","0.40710455","","","","","","","98135","98135","98135","0.29463786","0.29463786","0.29463786","","","","","",""
"20930560","","","","","","","","","","","","","","","","","","","20435","20435","20435","0.22968566","0.22968566","0.22968566"
"20931840","97755","97755","97755","0.7226885","0.7226885","0.7226885","36335","36335","36335","0.28193203","0.28193203","0.28193203","36335","36335","36335","0.28711507","0.28711507","0.28711507","","","","","",""
"20937600","","","","","","","97945","97945","97945","0.29233578","0.29233578","0.29233578","98155","98155","98155","0.3140803","0.3140803","0.3140803","","","","","",""
"20940800","","","","","","","","","","","","","","","","","","","20445","20445","20445","0.59231514","0.59231514","0.59231514"
"20943360","","","","","","","67155","36355","97955","0.36723803","0.33219683","0.40227923","36355","36355","36355","0.23236392","0.23236392","0.23236392","","","","","",""
"20949120","97785","97785","97785","0.24725492","0.24725492","0.24725492","97965","97965","97965","0.36569095","0.36569095","0.36569095","","","","","","","","","","","",""
"20951040","","","","","","","","","","","","","","","","","","","20455","20455","20455","0.68911445","0.68911445","0.68911445"
"20954880","36375","36375","36375","0.3296018","0.3296018","0.3296018","36375","36375","36375","0.36794448","0.36794448","0.36794448","98185","98185","98185","0.3277614","0.3277614","0.3277614","","","","","",""
"20960640","97805","97805","97805","0.3635432","0.3635432","0.3635432","36385","36385","36385","0.40591186","0.40591186","0.40591186","","","","","","","","","","","",""
"20961280","","","","","","","","","","","","","","","","","","","20465","20465","20465","0.47683164","0.47683164","0.47683164"
"20966400","","","","","","","97995","97995","97995","0.41185433","0.41185433","0.41185433","","","","","","","","","","","",""
"20972160","97825","97825","97825","0.44239828","0.44239828","0.44239828","67205","36405","98005","0.2847879","0.2725223","0.2970535","98215","98215","98215","0.22588442","0.22588442","0.22588442","","","","","",""
"20977920","","","","","","","67215","36415","98015","0.34156768000000004","0.31521374","0.36792162","67320","36415","98225","0.242884355","0.18654877","0.29921994","","","","","",""
"20981760","","","","","","","","","","","","","","","","","","","20485","20485","20485","0.495014","0.495014","0.495014"
"20983680","","","","","","","36425","36425","36425","0.3130079","0.3130079","0.3130079","36425","36425","36425","0.2919463","0.2919463","0.2919463","","","","","",""
"20989440","","","","","","","98035","98035","98035","0.29180536","0.29180536","0.29180536","67340","36435","98245","0.268398365","0.21066333","0.3261334","","","","","",""
"20992000","","","","","","","","","","","","","","","","","","","20495","20495","20495","0.4310421","0.4310421","0.4310421"
"20995200","36445","36445","36445","0.50061905","0.50061905","0.50061905","","","","","","","67350","36445","98255","0.260434225","0.22647405","0.2943944","","","","","",""
"21000960","36455","36455","36455","0.36376056","0.36376056","0.36376056","","","","","","","","","","","","","","","","","",""
"21006720","97885","97885","97885","0.3029012","0.3029012","0.3029012","","","","","","","36465","36465","36465","0.33284026","0.33284026","0.33284026","","","","","",""
"21012480","","","","","","","98075","98075","98075","0.31820542","0.31820542","0.31820542","36475","36475","36475","0.41411245","0.41411245","0.41411245","","","","","",""
"21018240","","","","","","","36485","36485","36485","0.32128194","0.32128194","0.32128194","67390","36485","98295","0.289662065","0.27308756","0.30623657","","","","","",""
"21022720","","","","","","","","","","","","","","","","","","","20525","20525","20525","0.51546544","0.51546544","0.51546544"
"21024000","97915","97915","97915","0.31909233","0.31909233","0.31909233","","","","","","","67400","36495","98305","0.29606469","0.26822996","0.32389942","","","","","",""
"21029760","97925","97925","97925","0.4202491","0.4202491","0.4202491","36505","36505","36505","0.25953525","0.25953525","0.25953525","67410","36505","98315","0.29697629999999997","0.2693547","0.3245979","","","","","",""
"21035520","","","","","","","67315","36515","98115","0.27238201","0.2269351","0.31782892","","","","","","","","","","","",""
"21041280","97945","97945","97945","0.38744548","0.38744548","0.38744548","","","","","","","67430","36525","98335","0.24194815","0.23911239","0.24478391","","","","","",""
"21043200","","","","","","","","","","","","","","","","","","","20545","20545","20545","0.40455943","0.40455943","0.40455943"
"21047040","","","","","","","","","","","","","36535","36535","36535","0.26469678","0.26469678","0.26469678","","","","","",""
"21052800","67255","36545","97965","0.32649589999999995","0.32364213","0.32934967","67345","36545","98145","0.271246735","0.25581247","0.286681","98355","98355","98355","0.21270706","0.21270706","0.21270706","","","","","",""
"21058560","36555","36555","36555","0.4706075","0.4706075","0.4706075","","","","","","","","","","","","","","","","","",""
"21063680","","","","","","","","","","","","","","","","","","","20565","20565","20565","0.47062856","0.47062856","0.47062856"
"21064320","97985","97985","97985","0.54332316","0.54332316","0.54332316","","","","","","","67470","36565","98375","0.31486605","0.2413504","0.3883817","","","","","",""
"21070080","36575","36575","36575","0.31249794","0.31249794","0.31249794","98175","98175","98175","0.4432412","0.4432412","0.4432412","","","","","","","","","","","",""
"21073920","","","","","","","","","","","","","","","","","","","20575","20575","20575","0.26967117","0.26967117","0.26967117"
"21075840","98005","98005","98005","0.4731272","0.4731272","0.4731272","98185","98185","98185","0.41363484","0.41363484","0.41363484","67490","36585","98395","0.37167439","0.37035352","0.37299526","","","","","",""
"21081600","67305","36595","98015","0.49134071","0.47249177","0.51018965","","","","","","","36595","36595","36595","0.38029566","0.38029566","0.38029566","","","","","",""
"21087360","36605","36605","36605","0.4469377","0.4469377","0.4469377","98205","98205","98205","0.3314213","0.3314213","0.3314213","67510","36605","98415","0.270426705","0.23992464","0.30092877","","","","","",""
"21093120","98035","98035","98035","0.51120776","0.51120776","0.51120776","98215","98215","98215","0.3728959","0.3728959","0.3728959","","","","","","","","","","","",""
"21098880","","","","","","","","","","","","","98435","98435","98435","0.2902957","0.2902957","0.2902957","","","","","",""
"21104640","67345","36635","98055","0.6199081150000001","0.55140513","0.6884111","98235","98235","98235","0.33423686","0.33423686","0.33423686","","","","","","","","","","","",""
"21110400","36645","36645","36645","0.654633","0.654633","0.654633","","","","","","","","","","","","","","","","","",""
"21116160","","","","","","","36655","36655","36655","0.27892184","0.27892184","0.27892184","36655","36655","36655","0.31458542","0.31458542","0.31458542","","","","","",""
"21121920","36665","36665","36665","0.32990342","0.32990342","0.32990342","98265","98265","98265","0.44146666","0.44146666","0.44146666","36665","36665","36665","0.25169098","0.25169098","0.25169098","","","","","",""
"21125120","","","","","","","","","","","","","","","","","","","20625","20625","20625","0.332685","0.332685","0.332685"
"21127680","98095","98095","98095","0.3100768","0.3100768","0.3100768","","","","","","","36675","36675","36675","0.3052669","0.3052669","0.3052669","","","","","",""
"21133440","","","","","","","98285","98285","98285","0.50712824","0.50712824","0.50712824","36685","36685","36685","0.24541217","0.24541217","0.24541217","","","","","",""
"21139200","67405","36695","98115","0.30704641","0.27599698","0.33809584","36695","36695","36695","0.3221757","0.3221757","0.3221757","67600","36695","98505","0.311343865","0.2771079","0.34557983","","","","","",""
"21156480","98145","98145","98145","0.38403907","0.38403907","0.38403907","36725","36725","36725","0.21343875","0.21343875","0.21343875","","","","","","","","","","","",""
"21166080","","","","","","","","","","","","","","","","","","","20665","20665","20665","0.38839254","0.38839254","0.38839254"
"21168000","36745","36745","36745","0.46462628","0.46462628","0.46462628","98345","98345","98345","0.27412137","0.27412137","0.27412137","36745","36745","36745","0.25928128","0.25928128","0.25928128","","","","","",""
"21173760","","","","","","","","","","","","","36755","36755","36755","0.32775688","0.32775688","0.32775688","","","","","",""
"21179520","67475","36765","98185","0.44366936","0.4112054","0.47613332","36765","36765","36765","0.373861","0.373861","0.373861","67670","36765","98575","0.30818235","0.2947761","0.3215886","","","","","",""
"21185280","36775","36775","36775","0.40848538","0.40848538","0.40848538","","","","","","","67680","36775","98585","0.342161195","0.33163747","0.35268492","","","","","",""
"21191040","67495","36785","98205","0.40113268","0.386333","0.41593236","36785","36785","36785","0.36203387","0.36203387","0.36203387","98595","98595","98595","0.2985861","0.2985861","0.2985861","","","","","",""
"21196800","","","","","","","98395","98395","98395","0.29488194","0.29488194","0.29488194","67700","36795","98605","0.33527885","0.3205447","0.350013","","","","","",""
"21202560","","","","","","","98405","98405","98405","0.42186072","0.42186072","0.42186072","67710","36805","98615","0.34606181999999996","0.32803494","0.3640887","","","","","",""
"21207040","","","","","","","","","","","","","","","","","","","20705","20705","20705","0.40679988","0.40679988","0.40679988"
"21208320","","","","","","","36815","36815","36815","0.25648594","0.25648594","0.25648594","","","","","","","","","","","",""
"21214080","","","","","","","36825","36825","36825","0.21164791","0.21164791","0.21164791","36825","36825","36825","0.36898682","0.36898682","0.36898682","","","","","",""
"21219840","36835","36835","36835","0.57332677","0.57332677","0.57332677","98435","98435","98435","0.3997585","0.3997585","0.3997585","36835","36835","36835","0.36203387","0.36203387","0.36203387","","","","","",""
"21225600","36845","36845","36845","0.57369983","0.57369983","0.57369983","98445","98445","98445","0.5510727","0.5510727","0.5510727","67750","36845","98655","0.42059032","0.4079742","0.43320644","","","","","",""
"21231360","","","","","","","","","","","","","36855","36855","36855","0.30939403","0.30939403","0.30939403","","","","","",""
"21237120","98285","98285","98285","0.26777607","0.26777607","0.26777607","36865","36865","36865","0.2778157","0.2778157","0.2778157","","","","","","","","","","","",""
"21242880","","","","","","","98475","98475","98475","0.2624545","0.2624545","0.2624545","36875","36875","36875","0.34780106","0.34780106","0.34780106","","","","","",""
"21248640","36885","36885","36885","0.48005322","0.48005322","0.48005322","","","","","","","98695","98695","98695","0.2555998","0.2555998","0.2555998","","","","","",""
"21254400","67605","36895","98315","0.47204263999999996","0.41307548","0.5310098","36895","36895","36895","0.21531558","0.21531558","0.21531558","98705","98705","98705","0.26978183","0.26978183","0.26978183","","","","","",""
"21260160","98325","98325","98325","0.6989711","0.6989711","0.6989711","36905","36905","36905","0.2770494","0.2770494","0.2770494","36905","36905","36905","0.26537353","0.26537353","0.26537353","","","","","",""
"21265920","","","","","","","98515","98515","98515","0.35036507","0.35036507","0.35036507","98725","98725","98725","0.41194385","0.41194385","0.41194385","","","","","",""
"21271680","98345","98345","98345","0.70838654","0.70838654","0.70838654","","","","","","","98735","98735","98735","0.41222957","0.41222957","0.41222957","","","","","",""
"21277440","36935","36935","36935","0.4481577","0.4481577","0.4481577","","","","","","","","","","","","","","","","","",""
"21283200","98365","98365","98365","0.60216874","0.60216874","0.60216874","","","","","","","67850","36945","98755","0.31259441499999996","0.25720263","0.3679862","","","","","",""
"21288960","67665","36955","98375","0.45430721500000004","0.3540074","0.55460703","67755","36955","98555","0.31414935","0.30043307","0.32786563","36955","36955","36955","0.31034154","0.31034154","0.31034154","20785","20785","20785","0.33303982","0.33303982","0.33303982"
"21294720","67675","36965","98385","0.51404625","0.45147556","0.57661694","36965","36965","36965","0.34859672","0.34859672","0.34859672","36965","36965","36965","0.3340732","0.3340732","0.3340732","","","","","",""
"21300480","","","","","","","98575","98575","98575","0.3416841","0.3416841","0.3416841","98785","98785","98785","0.33036587","0.33036587","0.33036587","","","","","",""
"21306240","67695","36985","98405","0.5064223800000001","0.3972949","0.61554986","98585","98585","98585","0.33624777","0.33624777","0.33624777","98795","98795","98795","0.27129206","0.27129206","0.27129206","","","","","",""
"21312000","","","","","","","36995","36995","36995","0.3769722","0.3769722","0.3769722","36995","36995","36995","0.35909346","0.35909346","0.35909346","","","","","",""
"21317760","","","","","","","67805","37005","98605","0.37621089500000005","0.36584207","0.38657972","","","","","","","","","","","",""
"21323520","","","","","","","98615","98615","98615","0.36422193","0.36422193","0.36422193","","","","","","","","","","","",""
"21329280","67735","37025","98445","0.56637491","0.42923942","0.7035104","","","","","","","98835","98835","98835","0.24263087","0.24263087","0.24263087","","","","","",""
"21335040","37035","37035","37035","0.6205353","0.6205353","0.6205353","","","","","","","","","","","","","","","","","",""
"21340800","67755","37045","98465","0.516141775","0.41657585","0.6157077","67845","37045","98645","0.34240028499999997","0.3383514","0.34644917","37045","37045","37045","0.26081273","0.26081273","0.26081273","","","","","",""
"21346560","98475","98475","98475","0.46928847","0.46928847","0.46928847","67855","37055","98655","0.30782105","0.21559504","0.40004706","98865","98865","98865","0.1951891","0.1951891","0.1951891","","","","","",""
"21352320","37065","37065","37065","0.4705711","0.4705711","0.4705711","98665","98665","98665","0.3400454","0.3400454","0.3400454","","","","","","","","","","","",""
"21358080","37075","37075","37075","0.3573749","0.3573749","0.3573749","67875","37075","98675","0.261320215","0.23835465","0.28428578","67980","37075","98885","0.23979114","0.20077106","0.27881122","","","","","",""
"21360640","","","","","","","","","","","","","","","","","","","20855","20855","20855","0.93871135","0.93871135","0.93871135"
"21369600","37095","37095","37095","0.38257414","0.38257414","0.38257414","","","","","","","68000","37095","98905","0.24859826000000002","0.18355405","0.31364247","","","","","",""
"21370880","","","","","","","","","","","","","","","","","","","20865","20865","20865","0.4641233","0.4641233","0.4641233"
"21375360","","","","","","","","","","","","","68010","37105","98915","0.25783986999999997","0.24459824","0.2710815","","","","","",""
"21381120","98535","98535","98535","0.30332547","0.30332547","0.30332547","","","","","","","98925","98925","98925","0.2589327","0.2589327","0.2589327","","","","","",""
"21386880","37125","37125","37125","0.30348614","0.30348614","0.30348614","","","","","","","","","","","","","","","","","",""
"21392640","","","","","","","37135","37135","37135","0.33675393","0.33675393","0.33675393","37135","37135","37135","0.2722059","0.2722059","0.2722059","","","","","",""
"21398400","98565","98565","98565","0.29044408","0.29044408","0.29044408","","","","","","","37145","37145","37145","0.20578927","0.20578927","0.20578927","","","","","",""
"21401600","","","","","","","","","","","","","","","","","","","20895","20895","20895","0.41215387","0.41215387","0.41215387"
"21404160","37155","37155","37155","0.46046782","0.46046782","0.46046782","","","","","","","","","","","","","","","","","",""
"21415680","37175","37175","37175","0.42598256","0.42598256","0.42598256","","","","","","","68080","37175","98985","0.329637715","0.2496119","0.40966353","","","","","",""
"21421440","67895","37185","98605","0.31075627","0.26067147","0.36084107","37185","37185","37185","0.4022956","0.4022956","0.4022956","68090","37185","98995","0.28669905","0.23915543","0.33424267","","","","","",""
"21427200","","","","","","","","","","","","","99005","99005","99005","0.23820084","0.23820084","0.23820084","","","","","",""
"21432960","98625","98625","98625","0.53081405","0.53081405","0.53081405","37205","37205","37205","0.31011385","0.31011385","0.31011385","68110","37205","99015","0.28444573","0.27500784","0.29388362","","","","","",""
"21438720","67925","37215","98635","0.45420992","0.4018191","0.50660074","37215","37215","37215","0.34637916","0.34637916","0.34637916","68120","37215","99025","0.29895962","0.2555608","0.34235844","","","","","",""
"21450240","67945","37235","98655","0.5150110999999999","0.50807446","0.52194774","68035","37235","98835","0.32178514999999996","0.2713828","0.3721875","","","","","","","","","","","",""
"21456000","","","","","","","98845","98845","98845","0.4089885","0.4089885","0.4089885","37245","37245","37245","0.3233381","0.3233381","0.3233381","","","","","",""
"21461760","98675","98675","98675","0.368593","0.368593","0.368593","37255","37255","37255","0.5037336","0.5037336","0.5037336","","","","","","","","","","","",""
"21467520","37265","37265","37265","0.48345158","0.48345158","0.48345158","37265","37265","37265","0.42558393","0.42558393","0.42558393","37265","37265","37265","0.31542704","0.31542704","0.31542704","","","","","",""
"21473280","","","","","","","98875","98875","98875","0.30722392","0.30722392","0.30722392","","","","","","","","","","","",""
"21479040","37285","37285","37285","0.39857593","0.39857593","0.39857593","98885","98885","98885","0.24629956","0.24629956","0.24629956","99095","99095","99095","0.39184558","0.39184558","0.39184558","","","","","",""
"21484800","68005","37295","98715","0.39433490000000004","0.33688328","0.45178652","68095","37295","98895","0.32732401","0.24403672","0.4106113","68200","37295","99105","0.29731167999999997","0.2624417","0.33218166","","","","","",""
"21490560","98725","98725","98725","0.5463735","0.5463735","0.5463735","37305","37305","37305","0.34745446","0.34745446","0.34745446","37305","37305","37305","0.35705096","0.35705096","0.35705096","","","","","",""
"21496320","","","","","","","68115","37315","98915","0.24970887","0.19033864","0.3090791","37315","37315","37315","0.34988946","0.34988946","0.34988946","","","","","",""
"21502080","","","","","","","68125","37325","98925","0.23216294","0.20258598","0.2617399","","","","","","","","","","","",""
"21507840","68045","37335","98755","0.43968368","0.3966013","0.48276606","37335","37335","37335","0.20447192","0.20447192","0.20447192","68240","37335","99145","0.3755619","0.3521493","0.3989745","","","","","",""
"21513600","98765","98765","98765","0.44432905","0.44432905","0.44432905","","","","","","","","","","","","","","","","","",""
"21519360","","","","","","","","","","","","","68260","37355","99165","0.326515325","0.3125072","0.34052345","","","","","",""
"21524480","","","","","","","","","","","","","","","","","","","21015","21015","21015","0.22634768","0.22634768","0.22634768"
"21525120","98785","98785","98785","0.30370846","0.30370846","0.30370846","37365","37365","37365","0.3883278","0.3883278","0.3883278","37365","37365","37365","0.27444458","0.27444458","0.27444458","","","","","",""
"21530880","","","","","","","37375","37375","37375","0.39238068","0.39238068","0.39238068","99185","99185","99185","0.35165477","0.35165477","0.35165477","","","","","",""
"21536640","68095","37385","98805","0.32830554","0.2989549","0.35765618","","","","","","","68290","37385","99195","0.31816497","0.29444844","0.3418815","","","","","",""
"21542400","","","","","","","98995","98995","98995","0.29699364","0.29699364","0.29699364","","","","","","","","","","","",""
"21548160","68115","37405","98825","0.50609878","0.4275654","0.58463216","68205","37405","99005","0.267218275","0.22944191","0.30499464","","","","","","","","","","","",""
"21553920","","","","","","","99015","99015","99015","0.26095846","0.26095846","0.26095846","37415","37415","37415","0.24975312","0.24975312","0.24975312","","","","","",""
"21559680","37425","37425","37425","0.37672067","0.37672067","0.37672067","68225","37425","99025","0.24487727","0.21074484","0.2790097","68330","37425","99235","0.282891335","0.21351677","0.3522659","","","","","",""
"21565440","68145","37435","98855","0.60996571","0.51971686","0.70021456","99035","99035","99035","0.3463672","0.3463672","0.3463672","","","","","","","","","","","",""
"21571200","37445","37445","37445","0.5167674","0.5167674","0.5167674","37445","37445","37445","0.32078058","0.32078058","0.32078058","","","","","","","","","","","",""
"21575680","","","","","","","","","","","","","","","","","","","21065","21065","21065","0.5185329","0.5185329","0.5185329"
"21576960","98875","98875","98875","0.32897276","0.32897276","0.32897276","99055","99055","99055","0.28133467","0.28133467","0.28133467","68360","37455","99265","0.26055077","0.24435726","0.27674428","","","","","",""
"21582720","","","","","","","37465","37465","37465","0.33004355","0.33004355","0.33004355","37465","37465","37465","0.25112793","0.25112793","0.25112793","","","","","",""
"21585920","","","","","","","","","","","","","","","","","","","21075","21075","21075","0.62417156","0.62417156","0.62417156"
"21588480","98895","98895","98895","0.30018586","0.30018586","0.30018586","","","","","","","37475","37475","37475","0.24529597","0.24529597","0.24529597","","","","","",""
"21594240","68195","37485","98905","0.42674884999999996","0.316621","0.5368767","68285","37485","99085","0.40810674","0.29812148","0.518092","37485","37485","37485","0.262575","0.262575","0.262575","","","","","",""
"21600000","98915","98915","98915","0.3416846","0.3416846","0.3416846","","","","","","","","","","","","","","","","","",""
"21605760","68215","37505","98925","0.55222367","0.51202124","0.5924261","","","","","","","","","","","","","","","","","",""
"21606400","","","","","","","","","","","","","","","","","","","21095","21095","21095","0.24090354","0.24090354","0.24090354"
"21611520","37515","37515","37515","0.39755157","0.39755157","0.39755157","68315","37515","99115","0.352922675","0.31967303","0.38617232","37515","37515","37515","0.22260429","0.22260429","0.22260429","","","","","",""
"21617280","","","","","","","99125","99125","99125","0.33610496","0.33610496","0.33610496","37525","37525","37525","0.20419487","0.20419487","0.20419487","","","","","",""
"21623040","68245","37535","98955","0.5135802700000001","0.50469154","0.522469","","","","","","","37535","37535","37535","0.22398539","0.22398539","0.22398539","","","","","",""
"21628800","98965","98965","98965","0.6038992","0.6038992","0.6038992","68345","37545","99145","0.34097875","0.3113793","0.3705782","37545","37545","37545","0.21234539","0.21234539","0.21234539","","","","","",""
"21634560","37555","37555","37555","0.32454112","0.32454112","0.32454112","99155","99155","99155","0.35781494","0.35781494","0.35781494","","","","","","","","","","","",""
"21640320","","","","","","","37565","37565","37565","0.34074003","0.34074003","0.34074003","","","","","","","","","","","",""
"21646080","","","","","","","","","","","","","37575","37575","37575","0.3000482","0.3000482","0.3000482","","","","","",""
"21651840","","","","","","","68385","37585","99185","0.36854898","0.3218808","0.41521716","37585","37585","37585","0.28223336","0.28223336","0.28223336","","","","","",""
"21657600","99015","99015","99015","0.34171185","0.34171185","0.34171185","99195","99195","99195","0.42368326","0.42368326","0.42368326","37595","37595","37595","0.30481914","0.30481914","0.30481914","","","","","",""
"21663360","99025","99025","99025","0.40852267","0.40852267","0.40852267","","","","","","","99415","99415","99415","0.35567692","0.35567692","0.35567692","","","","","",""
"21667840","","","","","","","","","","","","","","","","","","","21155","21155","21155","0.33606946","0.33606946","0.33606946"
"21669120","68325","37615","99035","0.41665486500000004","0.40230733","0.4310024","99215","99215","99215","0.40162048","0.40162048","0.40162048","","","","","","","","","","","",""
"21674880","68335","37625","99045","0.45789919999999995","0.3423939","0.5734045","37625","37625","37625","0.21632743","0.21632743","0.21632743","99435","99435","99435","0.34867567","0.34867567","0.34867567","","","","","",""
"21680640","99055","99055","99055","0.3944848","0.3944848","0.3944848","","","","","","","37635","37635","37635","0.31503394","0.31503394","0.31503394","","","","","",""
"21686400","99065","99065","99065","0.38089883","0.38089883","0.38089883","37645","37645","37645","0.20468776","0.20468776","0.20468776","37645","37645","37645","0.38304332","0.38304332","0.38304332","","","","","",""
"21692160","","","","","","","68455","37655","99255","0.4543192","0.3179286","0.5907098","99465","99465","99465","0.3801726","0.3801726","0.3801726","","","","","",""
"21697920","99085","99085","99085","0.6727381","0.6727381","0.6727381","","","","","","","","","","","","","","","","","",""
"21703680","68385","37675","99095","0.44484405000000005","0.2699499","0.6197382","68475","37675","99275","0.40075296","0.28862846","0.51287746","68580","37675","99485","0.38149685","0.3417988","0.4211949","","","","","",""
"21709440","99105","99105","99105","0.55513966","0.55513966","0.55513966","99285","99285","99285","0.47508287","0.47508287","0.47508287","","","","","","","","","","","",""
"21715200","99115","99115","99115","0.64487314","0.64487314","0.64487314","68495","37695","99295","0.40924082500000003","0.28526115","0.5332205","","","","","","","","","","","",""
"21720960","37705","37705","37705","0.41972443","0.41972443","0.41972443","","","","","","","68610","37705","99515","0.31899281","0.20793495","0.43005067","","","","","",""
"21726720","37715","37715","37715","0.35315254","0.35315254","0.35315254","68515","37715","99315","0.363837305","0.29088128","0.43679333","37715","37715","37715","0.19784258","0.19784258","0.19784258","","","","","",""
"21732480","99145","99145","99145","0.47550783","0.47550783","0.47550783","","","","","","","","","","","","","","","","","",""
"21738240","37735","37735","37735","0.23159982","0.23159982","0.23159982","99335","99335","99335","0.29638654","0.29638654","0.29638654","","","","","","","","","","","",""
"21744000","","","","","","","","","","","","","68650","37745","99555","0.310566185","0.22577655","0.39535582","","","","","",""
"21749760","99175","99175","99175","0.25782317","0.25782317","0.25782317","68555","37755","99355","0.33401255","0.3259175","0.3421076","","","","","","","","","","","",""
"21755520","99185","99185","99185","0.2487178","0.2487178","0.2487178","68565","37765","99365","0.303389475","0.30008242","0.30669653","","","","","","","","","","","",""
"21760000","","","","","","","","","","","","","","","","","","","21245","21245","21245","0.3071073","0.3071073","0.3071073"
"21761280","","","","","","","","","","","","","37775","37775","37775","0.35285336","0.35285336","0.35285336","","","","","",""
"21767040","37785","37785","37785","0.5303419","0.5303419","0.5303419","37785","37785","37785","0.3126697","0.3126697","0.3126697","99595","99595","99595","0.23731208","0.23731208","0.23731208","","","","","",""
