"global_step","train-good_full_from_scratch_lr_3e5_beta_3 - _step","train-good_full_from_scratch_lr_3e5_beta_3 - _step__MIN","train-good_full_from_scratch_lr_3e5_beta_3 - _step__MAX","train-good_full_from_scratch_lr_3e5_beta_3 - losses/vf_loss","train-good_full_from_scratch_lr_3e5_beta_3 - losses/vf_loss__MIN","train-good_full_from_scratch_lr_3e5_beta_3 - losses/vf_loss__MAX","train-good_full_dataset_lr_3e6 - _step","train-good_full_dataset_lr_3e6 - _step__MIN","train-good_full_dataset_lr_3e6 - _step__MAX","train-good_full_dataset_lr_3e6 - losses/vf_loss","train-good_full_dataset_lr_3e6 - losses/vf_loss__MIN","train-good_full_dataset_lr_3e6 - losses/vf_loss__MAX","train-good_full_dataset_lr_3e4 - _step","train-good_full_dataset_lr_3e4 - _step__MIN","train-good_full_dataset_lr_3e4 - _step__MAX","train-good_full_dataset_lr_3e4 - losses/vf_loss","train-good_full_dataset_lr_3e4 - losses/vf_loss__MIN","train-good_full_dataset_lr_3e4 - losses/vf_loss__MAX"
"17547216","","","","","","","","","","","","","18246","18246","18246","0.15255196392536163","0.15255196392536163","0.15255196392536163"
"17553408","17141","17141","17141","0.10359883308410645","0.10359883308410645","0.10359883308410645","","","","","","","","","","","",""
"17553944","","","","","","","18372","18372","18372","0.1952575445175171","0.1952575445175171","0.1952575445175171","","","","","",""
"17554432","17142","17142","17142","0.0982428640127182","0.0982428640127182","0.0982428640127182","","","","","","","","","","","",""
"17559248","","","","","","","18378","18378","18378","0.11535472422838211","0.11535472422838211","0.11535472422838211","","","","","",""
"17560272","","","","","","","18379","18379","18379","0.09585413336753845","0.09585413336753845","0.09585413336753845","","","","","",""
"17560620","","","","","","","","","","","","","18260","18260","18260","0.2078091949224472","0.2078091949224472","0.2078091949224472"
"17562308","","","","","","","18381","18381","18381","0.08147068321704865","0.08147068321704865","0.08147068321704865","","","","","",""
"17568352","","","","","","","18387","18387","18387","0.08349423110485077","0.08349423110485077","0.08349423110485077","","","","","",""
"17569792","17157","17157","17157","0.05849608778953552","0.05849608778953552","0.05849608778953552","","","","","","","","","","","",""
"17570300","","","","","","","18389","18389","18389","0.19331768155097961","0.19331768155097961","0.19331768155097961","","","","","",""
"17570480","","","","","","","","","","","","","18270","18270","18270","0.17332789301872253","0.17332789301872253","0.17332789301872253"
"17571320","","","","","","","18390","18390","18390","0.0855255126953125","0.0855255126953125","0.0855255126953125","","","","","",""
"17571504","","","","","","","","","","","","","18271","18271","18271","0.19133716821670532","0.19133716821670532","0.19133716821670532"
"17571840","17159","17159","17159","0.13169682025909424","0.13169682025909424","0.13169682025909424","","","","","","","","","","","",""
"17573492","","","","","","","","","","","","","18273","18273","18273","0.1834946721792221","0.1834946721792221","0.1834946721792221"
"17579624","","","","","","","18399","18399","18399","0.1235731989145279","0.1235731989145279","0.1235731989145279","","","","","",""
"17580032","17167","17167","17167","0.09192796796560287","0.09192796796560287","0.09192796796560287","","","","","","","","","","","",""
"17580628","","","","","","","18400","18400","18400","0.09880385547876358","0.09880385547876358","0.09880385547876358","","","","","",""
"17581120","","","","","","","","","","","","","18281","18281","18281","0.12731662392616272","0.12731662392616272","0.12731662392616272"
"17587200","17174","17174","17174","0.11056847125291824","0.11056847125291824","0.11056847125291824","","","","","","","","","","","",""
"17589232","","","","","","","","","","","","","18289","18289","18289","0.12977880239486694","0.12977880239486694","0.12977880239486694"
"17590272","17177","17177","17177","0.06043647602200508","0.06043647602200508","0.06043647602200508","","","","","","","","","","","",""
"17594948","","","","","","","","","","","","","18295","18295","18295","0.18878504633903503","0.18878504633903503","0.18878504633903503"
"17595852","","","","","","","","","","","","","18296","18296","18296","0.09637772291898727","0.09637772291898727","0.09637772291898727"
"17596504","","","","","","","18417","18417","18417","0.10401225090026855","0.10401225090026855","0.10401225090026855","","","","","",""
"17597472","","","","","","","18418","18418","18418","0.1340552419424057","0.1340552419424057","0.1340552419424057","","","","","",""
"17598612","","","","","","","","","","","","","18299","18299","18299","0.702626645565033","0.702626645565033","0.702626645565033"
"17602100","","","","","","","18423","18423","18423","0.09860213100910187","0.09860213100910187","0.09860213100910187","","","","","",""
"17603584","17190","17190","17190","0.11739896237850189","0.11739896237850189","0.11739896237850189","","","","","","","","","","","",""
"17603588","","","","","","","","","","","","","18304","18304","18304","0.18497446179389954","0.18497446179389954","0.18497446179389954"
"17607616","","","","","","","","","","","","","18308","18308","18308","0.20313183963298798","0.20313183963298798","0.20313183963298798"
"17608632","","","","","","","18430","18430","18430","0.11008600145578384","0.11008600145578384","0.11008600145578384","","","","","",""
"17609628","","","","","","","18431","18431","18431","0.08678291738033295","0.08678291738033295","0.08678291738033295","","","","","",""
"17609728","17196","17196","17196","0.08924859762191772","0.08924859762191772","0.08924859762191772","","","","","","","","","","","",""
"17612368","","","","","","","18434","18434","18434","0.14572903513908386","0.14572903513908386","0.14572903513908386","","","","","",""
"17613624","","","","","","","","","","","","","18314","18314","18314","0.20079511404037476","0.20079511404037476","0.20079511404037476"
"17616348","","","","","","","18438","18438","18438","0.0988127589225769","0.0988127589225769","0.0988127589225769","","","","","",""
"17619968","17206","17206","17206","0.13177303969860077","0.13177303969860077","0.13177303969860077","","","","","","","","","","","",""
"17620992","17207","17207","17207","0.04847484827041626","0.04847484827041626","0.04847484827041626","","","","","","","","","","","",""
"17628716","","","","","","","","","","","","","18329","18329","18329","0.20920711755752563","0.20920711755752563","0.20920711755752563"
"17631312","","","","","","","18453","18453","18453","0.1439773142337799","0.1439773142337799","0.1439773142337799","","","","","",""
"17634760","","","","","","","","","","","","","18335","18335","18335","0.08785080164670944","0.08785080164670944","0.08785080164670944"
"17637280","","","","","","","18459","18459","18459","0.07842548191547394","0.07842548191547394","0.07842548191547394","","","","","",""
"17640336","","","","","","","18462","18462","18462","0.09343061596155167","0.09343061596155167","0.09343061596155167","","","","","",""
"17643300","","","","","","","18465","18465","18465","0.11924538761377335","0.11924538761377335","0.11924538761377335","","","","","",""
"17645568","17231","17231","17231","0.07356537133455276","0.07356537133455276","0.07356537133455276","","","","","","","","","","","",""
"17646372","","","","","","","18468","18468","18468","0.1595427691936493","0.1595427691936493","0.1595427691936493","","","","","",""
"17646596","","","","","","","","","","","","","18347","18347","18347","0.1436823308467865","0.1436823308467865","0.1436823308467865"
"17649416","","","","","","","18471","18471","18471","0.06709857285022736","0.06709857285022736","0.06709857285022736","","","","","",""
"17649664","17235","17235","17235","0.12075653672218323","0.12075653672218323","0.12075653672218323","","","","","","","","","","","",""
"17651324","","","","","","","18473","18473","18473","0.14779426157474518","0.14779426157474518","0.14779426157474518","","","","","",""
"17653612","","","","","","","","","","","","","18354","18354","18354","0.1081327348947525","0.1081327348947525","0.1081327348947525"
"17654604","","","","","","","","","","","","","18355","18355","18355","0.13116455078125","0.13116455078125","0.13116455078125"
"17654784","17240","17240","17240","0.07322709262371063","0.07322709262371063","0.07322709262371063","","","","","","","","","","","",""
"17656832","17242","17242","17242","0.10534372180700302","0.10534372180700302","0.10534372180700302","","","","","","","","","","","",""
"17658616","","","","","","","","","","","","","18359","18359","18359","0.1076238602399826","0.1076238602399826","0.1076238602399826"
"17659632","","","","","","","","","","","","","18360","18360","18360","0.18704715371131897","0.18704715371131897","0.18704715371131897"
"17660288","","","","","","","18482","18482","18482","0.11434994637966156","0.11434994637966156","0.11434994637966156","","","","","",""
"17662692","","","","","","","","","","","","","18363","18363","18363","0.1985599845647812","0.1985599845647812","0.1985599845647812"
"17662976","17248","17248","17248","0.1083386242389679","0.1083386242389679","0.1083386242389679","","","","","","","","","","","",""
"17666632","","","","","","","","","","","","","18367","18367","18367","0.1824222207069397","0.1824222207069397","0.1824222207069397"
"17669580","","","","","","","18492","18492","18492","0.21163003146648407","0.21163003146648407","0.21163003146648407","","","","","",""
"17670668","","","","","","","","","","","","","18371","18371","18371","0.22541354596614838","0.22541354596614838","0.22541354596614838"
"17671644","","","","","","","","","","","","","18372","18372","18372","0.11843197047710419","0.11843197047710419","0.11843197047710419"
"17673608","","","","","","","","","","","","","18374","18374","18374","0.15029723942279816","0.15029723942279816","0.15029723942279816"
"17677492","","","","","","","","","","","","","18378","18378","18378","0.1341576725244522","0.1341576725244522","0.1341576725244522"
"17678500","","","","","","","","","","","","","18379","18379","18379","0.21784153580665588","0.21784153580665588","0.21784153580665588"
"17680384","17265","17265","17265","0.07827498018741608","0.07827498018741608","0.07827498018741608","","","","","","","","","","","",""
"17680388","","","","","","","","","","","","","18381","18381","18381","0.10516881942749023","0.10516881942749023","0.10516881942749023"
"17683484","","","","","","","18507","18507","18507","0.09521475434303284","0.09521475434303284","0.09521475434303284","","","","","",""
"17685516","","","","","","","18509","18509","18509","0.1278057098388672","0.1278057098388672","0.1278057098388672","","","","","",""
"17685968","","","","","","","","","","","","","18387","18387","18387","0.15371310710906982","0.15371310710906982","0.15371310710906982"
"17687496","","","","","","","18511","18511","18511","0.14737382531166077","0.14737382531166077","0.14737382531166077","","","","","",""
"17687976","","","","","","","","","","","","","18389","18389","18389","0.16732069849967957","0.16732069849967957","0.16732069849967957"
"17688944","","","","","","","","","","","","","18390","18390","18390","0.11696814000606537","0.11696814000606537","0.11696814000606537"
"17689956","","","","","","","","","","","","","18391","18391","18391","0.23091857135295868","0.23091857135295868","0.23091857135295868"
"17690624","17275","17275","17275","0.11946851015090942","0.11946851015090942","0.11946851015090942","","","","","","","","","","","",""
"17691812","","","","","","","","","","","","","18393","18393","18393","0.15193618834018707","0.15193618834018707","0.15193618834018707"
"17694268","","","","","","","18518","18518","18518","0.1698133796453476","0.1698133796453476","0.1698133796453476","","","","","",""
"17697360","","","","","","","","","","","","","18399","18399","18399","0.11088000237941742","0.11088000237941742","0.11088000237941742"
"17697792","17282","17282","17282","0.12497051060199738","0.12497051060199738","0.12497051060199738","","","","","","","","","","","",""
